clip,frame,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,Blendshape_0,Blendshape_1,Blendshape_2,Blendshape_3,Blendshape_4,Blendshape_5,Blendshape_6,Blendshape_7,Blendshape_8,Blendshape_9,Blendshape_10,Blendshape_11,Blendshape_12,Blendshape_13,Blendshape_14,Blendshape_15,Blendshape_16,Blendshape_17,Blendshape_18,Blendshape_19,Blendshape_20,Blendshape_21,Blendshape_22,Blendshape_23,Blendshape_24,Blendshape_25,Blendshape_26,Blendshape_27,Blendshape_28,Blendshape_29,Blendshape_30,Blendshape_31,Blendshape_32,Blendshape_33,Blendshape_34,Blendshape_35,Blendshape_36,Blendshape_37,Blendshape_38,Blendshape_39,Blendshape_40,Blendshape_41,Blendshape_42,Blendshape_43,Blendshape_44,Blendshape_45,Blendshape_46,Blendshape_47,Blendshape_48,Blendshape_49,Blendshape_50,Blendshape_51,Blendshape_52,Blendshape_53,Blendshape_54,Blendshape_55,Blendshape_56,Blendshape_57,Blendshape_58,Blendshape_59,Blendshape_60,Blendshape_61,Blendshape_62,Blendshape_63,Blendshape_64,Blendshape_65,Blendshape_66,Blendshape_67
0,10,0.001505108,0.0324713,0.02128572,0.9992447,0,0,0,0,0,46.66667,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,47.33334,0,0,0,40.66667,0,0,0,0,21,0,0,0,20,0,0,9.333333,28,0,0,0,0,0,0,0,0,4,0,0,0,68.33334,28.66667,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0
0,11,-0.000860449,0.03416554,0.02109811,0.9991931,0,0,0,0,0,51.33334,0,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,52.06667,0,0,0,44.73333,0,0,0,0,16.8,0,0,0,16,0,0,7.466666,30.8,0,0,0,0,0,0,0,0,3.2,0,0,0,71.86667,31.53333,0,0.2666667,0,0,0,0,0,0,0,0,0,0,0
0,12,-0.003226638,0.03585806,0.02091823,0.9991327,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,56.8,0,0,0,48.8,0,0,0,0,12.6,0,0,0,12,0,0,5.599999,33.6,0,0,0,0,0,0,0,0,2.4,0,0,0,75.4,34.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0
0,13,-0.00559342,0.03754912,0.02074607,0.9990638,0,0,0,0,0,60.66667,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,61.53333,0,0,0,52.86667,0,0,0,0,8.4,0,0,0,8,0,0,3.733333,36.4,0,0,0,0,0,0,0,0,1.6,0,0,0,78.93333,37.26667,0,0.1333333,0,0,0,0,0,0,0,0,0,0,0
0,14,-0.007961033,0.03923842,0.02058165,0.9989862,0,0,0,0,0,65.33334,0,0,0,0,0,0,0,0,0,16.8,0,0,0,0,0,0,0,66.26667,0,0,0,56.93333,0,0,0,0,4.2,0,0,0,4,0,0,1.866667,39.2,0,0,0,0,0,0,0,0,0.8,0,0,0,82.46667,40.13334,0,0.06666666,0,0,0,0,0,0,0,0,0,0,0
1,0,-0.07377286,0.04201191,0.009539116,0.9963441,0,0,0,0,0,0,0,0,0,19,0,0,44,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,0
1,1,-0.0740715,0.04313444,0.006723726,0.9962969,0,0,0,0,0,0,1.533333,0,0,17.73333,0,0,41.06667,0,66.26667,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,5.066667,0,0,0,0,0,0,0,0,0,56,0,0,3.2,6.6,0,0,0,0,0,5.066667,0,0,45.73333,8.133333,0,0,0,0,0,0,0,0,0,0,0
1,2,-0.07437719,0.04425532,0.003909173,0.9962401,0,0,0,0,0,0,3.066667,0,0,16.46667,0,0,38.13333,0,61.53333,0,0,0,0,0,0,0,0,0,6.400001,0,0,0,0,0,0,0,9.133334,0,0,0,0,0,0,0,0,0,52,0,0,6.400001,13.2,0,0,0,0,0,10.13333,0,0,42.46667,12.26667,0,0,0,0,0,0,0,0,0,0,0
1,3,-0.07468992,0.04537477,0.001095516,0.9961734,0,0,0,0,0,0,4.6,0,0,15.2,0,0,35.2,0,56.8,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,48,0,0,9.6,19.8,0,0,0,0,0,15.2,0,0,39.2,16.4,0,0,0,0,0,0,0,0,0,0,0
1,4,-0.07500972,0.04649252,-0.001717228,0.9960968,0,0,0,0,0,0,6.133334,0,0,13.93333,0,0,32.26667,0,52.06667,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,17.26667,0,0,0,0,0,0,0,0,0,44,0,0,12.8,26.4,0,0,0,0,0,20.26667,0,0,35.93333,20.53333,0,0,0,0,0,0,0,0,0,0,0
1,5,-0.07533655,0.04760877,-0.004529001,0.9960107,0,0,0,0,0,0,7.666667,0,0,12.66667,0,0,29.33333,0,47.33333,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,21.33333,0,0,0,0,0,0,0,0,0,40,0,0,16,33,0,0,0,0,0,25.33333,0,0,32.66667,24.66667,0,0,0,0,0,0,0,0,0,0,0
1,6,-0.07567039,0.04872338,-0.007339774,0.9959148,0,0,0,0,0,0,9.2,0,0,11.4,0,0,26.4,0,42.6,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,36,0,0,19.2,39.6,0,0,0,0,0,30.4,0,0,29.4,28.8,0,0,0,0,0,0,0,0,0,0,0
1,7,-0.07601129,0.04983616,-0.01014952,0.995809,0,0,0,0,0,0,10.73333,0,0,10.13333,0,0,23.46667,0,37.86666,0,0,0,0,0,0,0,0,0,22.4,0,0,0,0,0,0,0,29.46667,0,0,0,0,0,0,0,0,0,32,0,0,22.4,46.2,0,0,0,0,0,35.46667,0,0,26.13333,32.93333,0,0,0,0,0,0,0,0,0,0,0
1,8,-0.0763589,0.05094736,-0.01295819,0.9956936,0,0,0,0,0,0,12.26667,0,0,8.866666,0,0,20.53333,0,33.13333,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,33.53334,0,0,0,0,0,0,0,0,0,28,0,0,25.6,52.8,0,0,0,0,0,40.53334,0,0,22.86666,37.06667,0,0,0,0,0,0,0,0,0,0,0
1,9,-0.07671379,0.05205667,-0.01576575,0.9955685,0,0,0,0,0,0,13.8,0,0,7.599999,0,0,17.6,0,28.4,0,0,0,0,0,0,0,0,0,28.8,0,0,0,0,0,0,0,37.6,0,0,0,0,0,0,0,0,0,24,0,0,28.8,59.4,0,0,0,0,0,45.6,0,0,19.6,41.2,0,0,0,0,0,0,0,0,0,0,0
1,10,-0.07707568,0.05316433,-0.01857214,0.9954336,0,0,0,0,0,0,15.33333,0,0,6.333333,0,0,14.66667,0,23.66667,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,41.66667,0,0,0,0,0,0,0,0,0,20,0,0,32,66,0,0,0,0,0,50.66667,0,0,16.33333,45.33334,0,0,0,0,0,0,0,0,0,0,0
1,11,-0.07744455,0.05427016,-0.02137734,0.995289,0,0,0,0,0,0,16.86667,0,0,5.066667,0,0,11.73333,0,18.93333,0,0,0,0,0,0,0,0,0,35.2,0,0,0,0,0,0,0,45.73333,0,0,0,0,0,0,0,0,0,16,0,0,35.2,72.6,0,0,0,0,0,55.73333,0,0,13.06667,49.46667,0,0,0,0,0,0,0,0,0,0,0
1,12,-0.0778204,0.055374,-0.02418132,0.9951347,0,0,0,0,0,0,18.4,0,0,3.8,0,0,8.799999,0,14.2,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0,0,0,0,49.8,0,0,0,0,0,0,0,0,0,12,0,0,38.4,79.2,0,0,0,0,0,60.8,0,0,9.799999,53.6,0,0,0,0,0,0,0,0,0,0,0
1,13,-0.07820322,0.0564761,-0.02698403,0.9949706,0,0,0,0,0,0,19.93333,0,0,2.533333,0,0,5.866666,0,9.466666,0,0,0,0,0,0,0,0,0,41.6,0,0,0,0,0,0,0,53.86667,0,0,0,0,0,0,0,0,0,8,0,0,41.6,85.8,0,0,0,0,0,65.86667,0,0,6.533333,57.73333,0,0,0,0,0,0,0,0,0,0,0
1,14,-0.07859299,0.05757613,-0.02978545,0.9947969,0,0,0,0,0,0,21.46667,0,0,1.266667,0,0,2.933333,0,4.733333,0,0,0,0,0,0,0,0,0,44.8,0,0,0,0,0,0,0,57.93333,0,0,0,0,0,0,0,0,0,4,0,0,44.8,92.4,0,0,0,0,0,70.93333,0,0,3.266666,61.86667,0,0,0,0,0,0,0,0,0,0,0
2,0,-0.0840324,-0.004529834,0.03864301,0.9957031,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,31,0,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
2,1,-0.08040214,-0.001851484,0.03264953,0.996226,0,0,0,0,4.333333,0,0,0,0,65.33334,0,0,1.933333,0,0,0,28.93333,0,0,0,0,0,0,14.93333,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,1.133333,0,0,64.4,0,0,0,0,42.93333,1,0,0,0,0,0,2.333333,0,0,6.333333,0,36.4,0,0,0,0,0,0,2.6,0
2,2,-0.07680719,0.000874417,0.02662702,0.99669,0,0,0,0,8.666667,0,0,0,0,60.66667,0,0,3.866667,0,0,0,26.86667,0,0,0,0,0,0,13.86667,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,2.266667,0,0,59.8,0,0,0,0,39.86666,2,0,0,0,0,0,4.666667,0,0,12.66667,0,33.8,0,0,0,0,0,0,5.2,0
2,3,-0.07324823,0.003647382,0.02057611,0.9970948,0,0,0,0,13,0,0,0,0,56,0,0,5.8,0,0,0,24.8,0,0,0,0,0,0,12.8,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,3.4,0,0,55.2,0,0,0,0,36.8,3,0,0,0,0,0,7,0,0,19,0,31.2,0,0,0,0,0,0,7.8,0
2,4,-0.06972616,0.006466924,0.01449745,0.9974399,0,0,0,0,17.33333,0,0,0,0,51.33333,0,0,7.733334,0,0,0,22.73333,0,0,0,0,0,0,11.73333,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,4.533334,0,0,50.6,0,0,0,0,33.73333,4,0,0,0,0,0,9.333334,0,0,25.33333,0,28.6,0,0,0,0,0,0,10.4,0
2,5,-0.06624104,0.009332532,0.008391693,0.9977247,0,0,0,0,21.66667,0,0,0,0,46.66666,0,0,9.666667,0,0,0,20.66667,0,0,0,0,0,0,10.66667,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5.666667,0,0,46,0,0,0,0,30.66667,5,0,0,0,0,0,11.66667,0,0,31.66667,0,26,0,0,0,0,0,0,13,0
2,6,-0.06279374,0.0122437,0.002259487,0.9979488,0,0,0,0,26,0,0,0,0,42,0,0,11.6,0,0,0,18.6,0,0,0,0,0,0,9.6,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,6.8,0,0,41.4,0,0,0,0,27.6,6,0,0,0,0,0,14,0,0,38,0,23.4,0,0,0,0,0,0,15.6,0
2,7,-0.0593849,0.01519992,-0.003898502,0.9981118,0,0,0,0,30.33333,0,0,0,0,37.33333,0,0,13.53333,0,0,0,16.53333,0,0,0,0,0,0,8.533333,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,7.933333,0,0,36.8,0,0,0,0,24.53333,7,0,0,0,0,0,16.33333,0,0,44.33333,0,20.8,0,0,0,0,0,0,18.2,0
2,8,-0.05601509,0.01820065,-0.0100816,0.9982131,0,0,0,0,34.66667,0,0,0,0,32.66666,0,0,15.46667,0,0,0,14.46667,0,0,0,0,0,0,7.466666,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,9.066668,0,0,32.2,0,0,0,0,21.46667,8,0,0,0,0,0,18.66667,0,0,50.66667,0,18.2,0,0,0,0,0,0,20.8,0
2,9,-0.0526849,0.02124537,-0.01628913,0.9982523,0,0,0,0,39,0,0,0,0,28,0,0,17.4,0,0,0,12.4,0,0,0,0,0,0,6.4,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,10.2,0,0,27.6,0,0,0,0,18.4,9,0,0,0,0,0,21,0,0,57,0,15.6,0,0,0,0,0,0,23.4,0
2,10,-0.04939492,0.02433354,-0.02252041,0.9982289,0,0,0,0,43.33334,0,0,0,0,23.33333,0,0,19.33333,0,0,0,10.33333,0,0,0,0,0,0,5.333333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11.33333,0,0,23,0,0,0,0,15.33333,10,0,0,0,0,0,23.33333,0,0,63.33334,0,13,0,0,0,0,0,0,26,0
2,11,-0.04614573,0.0274646,-0.02877474,0.9981424,0,0,0,0,47.66667,0,0,0,0,18.66667,0,0,21.26667,0,0,0,8.266666,0,0,0,0,0,0,4.266666,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,12.46667,0,0,18.4,0,0,0,0,12.26667,11,0,0,0,0,0,25.66667,0,0,69.66667,0,10.4,0,0,0,0,0,0,28.6,0
2,12,-0.04293814,0.03063799,-0.03505141,0.9979925,0,0,0,0,52,0,0,0,0,14,0,0,23.2,0,0,0,6.2,0,0,0,0,0,0,3.2,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,13.6,0,0,13.8,0,0,0,0,9.2,12,0,0,0,0,0,28,0,0,76,0,7.8,0,0,0,0,0,0,31.2,0
2,13,-0.03977222,0.03385317,-0.04134975,0.9977787,0,0,0,0,56.33333,0,0,0,0,9.333333,0,0,25.13333,0,0,0,4.133333,0,0,0,0,0,0,2.133333,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,14.73333,0,0,9.2,0,0,0,0,6.133333,13,0,0,0,0,0,30.33333,0,0,82.33334,0,5.2,0,0,0,0,0,0,33.8,0
2,14,-0.03664875,0.03710955,-0.04766902,0.9975007,0,0,0,0,60.66667,0,0,0,0,4.666667,0,0,27.06667,0,0,0,2.066667,0,0,0,0,0,0,1.066667,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,15.86667,0,0,4.6,0,0,0,0,3.066667,14,0,0,0,0,0,32.66667,0,0,88.66666,0,2.6,0,0,0,0,0,0,36.4,0
3,0,-0.0490758,0.08231071,0.09051668,0.9912735,0,32,0,0,0,0,0,20,0,0,0,0,0,0,88,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,61,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-0.04490601,0.0750804,0.08393613,0.9926233,0,29.86667,6,0,0,0,0,18.66667,0,4.866667,5.8,0,0,0,82.13333,0,0,0,0,0,0,4.666667,0,0,0,0,0,0,0,0,0,0,3.733333,0,3.4,0,0,56.93333,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4.733334,0,2.666667,0,0,0,0,0,0,0,0,0
3,2,-0.04064444,0.06789373,0.07740594,0.9938545,0,27.73333,12,0,0,0,0,17.33333,0,9.733334,11.6,0,0,0,76.26666,0,0,0,0,0,0,4.333333,0,0,0,0,0,0,0,0,0,0,3.466667,0,6.8,0,0,52.86666,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,9.466667,0,5.333333,0,0,0,0,0,0,0,0,0
3,3,-0.03629164,0.06075241,0.07092783,0.994968,0,25.6,18,0,0,0,0,16,0,14.6,17.4,0,0,0,70.4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3.2,0,10.2,0,0,48.8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,14.2,0,8,0,0,0,0,0,0,0,0,0
3,4,-0.03184899,0.05365837,0.0645035,0.9959648,0,23.46667,24,0,0,0,0,14.66667,0,19.46667,23.2,0,0,0,64.53333,0,0,0,0,0,0,3.666667,0,0,0,0,0,0,0,0,0,0,2.933333,0,13.6,0,0,44.73333,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18.93333,0,10.66667,0,0,0,0,0,0,0,0,0
3,5,-0.02731791,0.04661307,0.05813464,0.9968457,0,21.33333,30,0,0,0,0,13.33333,0,24.33333,29,0,0,0,58.66666,0,0,0,0,0,0,3.333333,0,0,0,0,0,0,0,0,0,0,2.666667,0,17,0,0,40.66667,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,23.66667,0,13.33333,0,0,0,0,0,0,0,0,0
3,6,-0.02269903,0.03961832,0.05182287,0.9976119,0,19.2,36,0,0,0,0,12,0,29.2,34.8,0,0,0,52.8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2.4,0,20.4,0,0,36.6,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,28.4,0,16,0,0,0,0,0,0,0,0,0
3,7,-0.01799381,0.03267582,0.04556984,0.9982646,0,17.06667,42,0,0,0,0,10.66667,0,34.06667,40.6,0,0,0,46.93333,0,0,0,0,0,0,2.666667,0,0,0,0,0,0,0,0,0,0,2.133333,0,23.8,0,0,32.53333,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,33.13334,0,18.66667,0,0,0,0,0,0,0,0,0
3,8,-0.01320375,0.02578725,0.03937717,0.9988043,0,14.93333,48,0,0,0,0,9.333333,0,38.93333,46.4,0,0,0,41.06667,0,0,0,0,0,0,2.333333,0,0,0,0,0,0,0,0,0,0,1.866667,0,27.2,0,0,28.46667,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,37.86667,0,21.33333,0,0,0,0,0,0,0,0,0
3,9,-0.008329565,0.01895423,0.03324644,0.9992326,0,12.8,54,0,0,0,0,8,0,43.8,52.2,0,0,0,35.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.6,0,30.6,0,0,24.4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,42.6,0,24,0,0,0,0,0,0,0,0,0
3,10,-0.003372809,0.0121784,0.02717922,0.9995507,0,10.66667,60,0,0,0,0,6.666666,0,48.66667,58,0,0,0,29.33333,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,1.333333,0,34,0,0,20.33333,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,47.33334,0,26.66667,0,0,0,0,0,0,0,0,0
3,11,0.001664948,0.005461351,0.02117705,0.9997594,0,8.533333,66,0,0,0,0,5.333333,0,53.53333,63.8,0,0,0,23.46667,0,0,0,0,0,0,1.333333,0,0,0,0,0,0,0,0,0,0,1.066667,0,37.4,0,0,16.26667,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,52.06667,0,29.33333,0,0,0,0,0,0,0,0,0
3,12,0.006782904,-0.00119521,0.01524146,0.9998601,0,6.4,72,0,0,0,0,4,0,58.4,69.6,0,0,0,17.6,0,0,0,0,0,0,0.9999999,0,0,0,0,0,0,0,0,0,0,0.8,0,40.8,0,0,12.2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,56.8,0,32,0,0,0,0,0,0,0,0,0
3,13,0.01197943,-0.007789991,0.009373935,0.999854,0,4.266666,78,0,0,0,0,2.666667,0,63.26667,75.4,0,0,0,11.73333,0,0,0,0,0,0,0.6666666,0,0,0,0,0,0,0,0,0,0,0.5333333,0,44.2,0,0,8.133333,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,61.53333,0,34.66667,0,0,0,0,0,0,0,0,0
3,14,0.01725287,-0.01432133,0.003575956,0.9997422,0,2.133333,84,0,0,0,0,1.333333,0,68.13333,81.2,0,0,0,5.866666,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0.2666667,0,47.6,0,0,4.066667,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,66.26667,0,37.33333,0,0,0,0,0,0,0,0,0
4,0,-0.01805918,-0.006943251,0.0799546,0.9966107,0,0,0,0,0,88,82,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,62,0,23,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4,1,-0.01536474,-0.008377363,0.07494348,0.9970342,0,0,0,4.6,0,82.13333,76.53333,0,0,0,0,0,3.066667,0,0,0,42.93333,0,0,0,0,0,0,0,57.86666,0,21.46667,0,72.8,0,0,0,2.6,0,0,6.2,0,0,0,0,0,0,1.066667,0,0,0,4,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,1.866667,0,0,0,0,0,0
4,2,-0.01265658,-0.009784475,0.06993572,0.9974232,0,0,0,9.200001,0,76.26666,71.06667,0,0,0,0,0,6.133334,0,0,0,39.86666,0,0,0,0,0,0,0,53.73333,0,19.93333,0,67.6,0,0,0,5.2,0,0,12.4,0,0,0,0,0,0,2.133333,0,0,0,8,0,0,6.400001,0,0,0,0,0,0,0,0,0,0,0,1.733333,0,0,0,0,0,0
4,3,-0.009934394,-0.01116449,0.06493166,0.9977778,0,0,0,13.8,0,70.4,65.6,0,0,0,0,0,9.2,0,0,0,36.8,0,0,0,0,0,0,0,49.6,0,18.4,0,62.4,0,0,0,7.8,0,0,18.6,0,0,0,0,0,0,3.2,0,0,0,12,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0
4,4,-0.007198954,-0.01251724,0.05993153,0.9980981,0,0,0,18.4,0,64.53333,60.13333,0,0,0,0,0,12.26667,0,0,0,33.73333,0,0,0,0,0,0,0,45.46667,0,16.86667,0,57.2,0,0,0,10.4,0,0,24.8,0,0,0,0,0,0,4.266667,0,0,0,16,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,1.466667,0,0,0,0,0,0
4,5,-0.004449963,-0.01384262,0.05493559,0.9983841,0,0,0,23,0,58.66666,54.66666,0,0,0,0,0,15.33333,0,0,0,30.66667,0,0,0,0,0,0,0,41.33333,0,15.33333,0,52,0,0,0,13,0,0,31,0,0,0,0,0,0,5.333333,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1.333333,0,0,0,0,0,0
4,6,-0.001687924,-0.0151405,0.04994411,0.9986358,0,0,0,27.6,0,52.8,49.2,0,0,0,0,0,18.4,0,0,0,27.6,0,0,0,0,0,0,0,37.2,0,13.8,0,46.8,0,0,0,15.6,0,0,37.2,0,0,0,0,0,0,6.4,0,0,0,24,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0
