clip,frame,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,Blendshape_0,Blendshape_1,Blendshape_2,Blendshape_3,Blendshape_4,Blendshape_5,Blendshape_6,Blendshape_7,Blendshape_8,Blendshape_9,Blendshape_10,Blendshape_11,Blendshape_12,Blendshape_13,Blendshape_14,Blendshape_15,Blendshape_16,Blendshape_17,Blendshape_18,Blendshape_19,Blendshape_20,Blendshape_21,Blendshape_22,Blendshape_23,Blendshape_24,Blendshape_25,Blendshape_26,Blendshape_27,Blendshape_28,Blendshape_29,Blendshape_30,Blendshape_31,Blendshape_32,Blendshape_33,Blendshape_34,Blendshape_35,Blendshape_36,Blendshape_37,Blendshape_38,Blendshape_39,Blendshape_40,Blendshape_41,Blendshape_42,Blendshape_43,Blendshape_44,Blendshape_45,Blendshape_46,Blendshape_47,Blendshape_48,Blendshape_49,Blendshape_50,Blendshape_51,Blendshape_52,Blendshape_53,Blendshape_54,Blendshape_55,Blendshape_56,Blendshape_57,Blendshape_58,Blendshape_59,Blendshape_60,Blendshape_61,Blendshape_62,Blendshape_63,Blendshape_64,Blendshape_65,Blendshape_66,Blendshape_67
2,1,-0.008929031,-0.04420962,0.0509503,0.9976822,0,10.26667,0,84.93333,0,1.333333,0,72.8,0,0,0,6.466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.26667,0.06666667,0,0,0,0,0,0,2.933333,77.46667,6.466667,0,0,0,0,0,0,0,4.333333,11.2,0,0,0,0,0,4.666667,4.666667,0
2,2,-0.01123184,-0.04225403,0.05060031,0.9977615,0,9.533333,0,78.86667,0,2.666667,0,67.6,0,0,0,12.93333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53333,0.1333333,0,0,0,0,0,0,5.866667,71.93333,12.93333,0,0,0,0,0,0,0,8.666667,10.4,0,0,0,0,0,4.333333,9.333334,0
2,3,-0.01353622,-0.04029918,0.05025866,0.997831,0,8.8,0,72.8,0,4,0,62.4,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0.2,0,0,0,0,0,0,8.8,66.4,19.4,0,0,0,0,0,0,0,13,9.6,0,0,0,0,0,4,14,0
2,4,-0.0158416,-0.03834527,0.04992537,0.9978908,0,8.066667,0,66.73333,0,5.333333,0,57.2,0,0,0,25.86667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.06667,0.2666667,0,0,0,0,0,0,11.73333,60.86666,25.86667,0,0,0,0,0,0,0,17.33333,8.8,0,0,0,0,0,3.666667,18.66667,0
2,5,-0.01814822,-0.03639233,0.04960046,0.997941,0,7.333333,0,60.66666,0,6.666667,0,52,0,0,0,32.33334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.33333,0.3333333,0,0,0,0,0,0,14.66667,55.33333,32.33334,0,0,0,0,0,0,0,21.66667,8,0,0,0,0,0,3.333333,23.33333,0
2,6,-0.02045604,-0.03444053,0.04928393,0.9979813,0,6.6,0,54.6,0,8,0,46.8,0,0,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0.4,0,0,0,0,0,0,17.6,49.8,38.8,0,0,0,0,0,0,0,26,7.2,0,0,0,0,0,3,28,0
2,7,-0.02276502,-0.03248965,0.04897577,0.9980118,0,5.866667,0,48.53333,0,9.333333,0,41.6,0,0,0,45.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86667,0.4666667,0,0,0,0,0,0,20.53333,44.26667,45.26667,0,0,0,0,0,0,0,30.33333,6.4,0,0,0,0,0,2.666667,32.66667,0
2,8,-0.02507539,-0.03053984,0.048676,0.9980326,0,5.133333,0,42.46666,0,10.66667,0,36.4,0,0,0,51.73334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.13333,0.5333334,0,0,0,0,0,0,23.46667,38.73333,51.73334,0,0,0,0,0,0,0,34.66667,5.599999,0,0,0,0,0,2.333333,37.33334,0
2,9,-0.02738658,-0.02859118,0.04838464,0.9980438,0,4.4,0,36.4,0,12,0,31.2,0,0,0,58.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0.6,0,0,0,0,0,0,26.4,33.2,58.2,0,0,0,0,0,0,0,39,4.8,0,0,0,0,0,2,42,0
2,10,-0.02969882,-0.02664382,0.04810169,0.9980453,0,3.666667,0,30.33333,0,13.33333,0,26,0,0,0,64.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.666666,0.6666667,0,0,0,0,0,0,29.33333,27.66666,64.66667,0,0,0,0,0,0,0,43.33334,4,0,0,0,0,0,1.666667,46.66667,0
2,11,-0.03201208,-0.02469754,0.04782717,0.998037,0,2.933333,0,24.26666,0,14.66667,0,20.8,0,0,0,71.13333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.933333,0.7333333,0,0,0,0,0,0,32.26667,22.13333,71.13333,0,0,0,0,0,0,0,47.66667,3.2,0,0,0,0,0,1.333333,51.33334,0
2,12,-0.03432631,-0.02275251,0.04756106,0.9980191,0,2.2,0,18.2,0,16,0,15.6,0,0,0,77.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0.8,0,0,0,0,0,0,35.2,16.6,77.6,0,0,0,0,0,0,0,52,2.4,0,0,0,0,0,0.9999999,56,0
2,13,-0.03664174,-0.02080876,0.04730337,0.9979913,0,1.466667,0,12.13333,0,17.33333,0,10.4,0,0,0,84.06667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.466666,0.8666667,0,0,0,0,0,0,38.13334,11.06667,84.06667,0,0,0,0,0,0,0,56.33333,1.6,0,0,0,0,0,0.6666666,60.66667,0
2,14,-0.03895782,-0.01886649,0.04705413,0.997954,0,0.7333333,0,6.066666,0,18.66667,0,5.2,0,0,0,90.53333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733333,0.9333333,0,0,0,0,0,0,41.06667,5.533333,90.53333,0,0,0,0,0,0,0,60.66667,0.8,0,0,0,0,0,0.3333333,65.33334,0
3,0,0.05122479,-0.04773834,0.03067232,0.9970739,38,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,49,0,44,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.04869078,-0.04143386,0.02912192,0.9975291,35.46667,1.533333,0,0,0,0,0,0,0,0.6666667,2.466667,0,0,0,26.8,0,0,0,0,0.2,74.66666,0,0,0,0,0,0,0,5.866667,0,45.73333,0,41.06667,0,0,0,0,0,7.466667,0,0,0,0,0,0,0,0,0,0,0,0,68.13333,0,0,0,2.666667,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0.04613931,-0.03513152,0.02760356,0.9979354,32.93333,3.066667,0,0,0,0,0,0,0,1.333333,4.933333,0,0,0,28.6,0,0,0,0,0.4,69.33334,0,0,0,0,0,0,0,11.73333,0,42.46667,0,38.13333,0,0,0,0,0,6.933333,0,0,0,0,0,0,0,0,0,0,0,0,63.26667,0,0,0,5.333333,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0.04357016,-0.02883172,0.02611743,0.9982926,30.4,4.6,0,0,0,0,0,0,0,2,7.4,0,0,0,30.4,0,0,0,0,0.6,64,0,0,0,0,0,0,0,17.6,0,39.2,0,35.2,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,58.4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
3,4,0.04098393,-0.0225349,0.02466371,0.9986011,27.86667,6.133334,0,0,0,0,0,0,0,2.666667,9.866667,0,0,0,32.2,0,0,0,0,0.8000001,58.66666,0,0,0,0,0,0,0,23.46667,0,35.93333,0,32.26667,0,0,0,0,0,5.866667,0,0,0,0,0,0,0,0,0,0,0,0,53.53333,0,0,0,10.66667,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0.03838123,-0.01624148,0.02324261,0.9988608,25.33333,7.666667,0,0,0,0,0,0,0,3.333333,12.33333,0,0,0,34,0,0,0,0,1,53.33333,0,0,0,0,0,0,0,29.33333,0,32.66667,0,29.33333,0,0,0,0,0,5.333333,0,0,0,0,0,0,0,0,0,0,0,0,48.66666,0,0,0,13.33333,0,0,0,0,0,0,0,0,0,0,0,0
3,6,0.03576184,-0.009951879,0.02185428,0.9990718,22.8,9.2,0,0,0,0,0,0,0,4,14.8,0,0,0,35.8,0,0,0,0,1.2,48,0,0,0,0,0,0,0,35.2,0,29.4,0,26.4,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,43.8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
3,7,0.03312638,-0.003666516,0.02049892,0.9992342,20.26667,10.73333,0,0,0,0,0,0,0,4.666667,17.26667,0,0,0,37.6,0,0,0,0,1.4,42.66667,0,0,0,0,0,0,0,41.06667,0,26.13333,0,23.46667,0,0,0,0,0,4.266666,0,0,0,0,0,0,0,0,0,0,0,0,38.93333,0,0,0,18.66667,0,0,0,0,0,0,0,0,0,0,0,0
3,8,0.03047544,0.002614054,0.0191767,0.9993481,17.73333,12.26667,0,0,0,0,0,0,0,5.333333,19.73333,0,0,0,39.4,0,0,0,0,1.6,37.33333,0,0,0,0,0,0,0,46.93333,0,22.86666,0,20.53333,0,0,0,0,0,3.733333,0,0,0,0,0,0,0,0,0,0,0,0,34.06667,0,0,0,21.33333,0,0,0,0,0,0,0,0,0,0,0,0
3,9,0.02780884,0.00888969,0.01788779,0.9994136,15.2,13.8,0,0,0,0,0,0,0,6,22.2,0,0,0,41.2,0,0,0,0,1.8,32,0,0,0,0,0,0,0,52.8,0,19.6,0,17.6,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
3,10,0.02512718,0.01515984,0.01663237,0.999431,12.66667,15.33333,0,0,0,0,0,0,0,6.666667,24.66667,0,0,0,43,0,0,0,0,2,26.66666,0,0,0,0,0,0,0,58.66667,0,16.33333,0,14.66667,0,0,0,0,0,2.666667,0,0,0,0,0,0,0,0,0,0,0,0,24.33333,0,0,0,26.66667,0,0,0,0,0,0,0,0,0,0,0,0
3,11,0.02243108,0.02142408,0.01541058,0.9994,10.13333,16.86667,0,0,0,0,0,0,0,7.333333,27.13333,0,0,0,44.8,0,0,0,0,2.2,21.33333,0,0,0,0,0,0,0,64.53333,0,13.06667,0,11.73333,0,0,0,0,0,2.133333,0,0,0,0,0,0,0,0,0,0,0,0,19.46667,0,0,0,29.33333,0,0,0,0,0,0,0,0,0,0,0,0
3,12,0.01972033,0.02768202,0.01422261,0.9993211,7.599999,18.4,0,0,0,0,0,0,0,8,29.6,0,0,0,46.6,0,0,0,0,2.4,16,0,0,0,0,0,0,0,70.4,0,9.799999,0,8.799999,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
3,13,0.01699556,0.03393324,0.01306861,0.9991941,5.066667,19.93333,0,0,0,0,0,0,0,8.666667,32.06667,0,0,0,48.4,0,0,0,0,2.6,10.66667,0,0,0,0,0,0,0,76.26667,0,6.533333,0,5.866666,0,0,0,0,0,1.066667,0,0,0,0,0,0,0,0,0,0,0,0,9.733333,0,0,0,34.66667,0,0,0,0,0,0,0,0,0,0,0,0
3,14,0.01425739,0.04017732,0.01194871,0.9990194,2.533333,21.46667,0,0,0,0,0,0,0,9.333333,34.53333,0,0,0,50.2,0,0,0,0,2.8,5.333333,0,0,0,0,0,0,0,82.13333,0,3.266666,0,2.933333,0,0,0,0,0,0.5333333,0,0,0,0,0,0,0,0,0,0,0,0,4.866666,0,0,0,37.33333,0,0,0,0,0,0,0,0,0,0,0,0
4,0,-0.01406535,-0.03493041,-0.08647025,0.9955425,0,0,0,0,75,0,76,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,85,0,0,0,0
4,1,-0.0168269,-0.03065107,-0.0793928,0.9962299,0,0,0,0,70,0,70.93333,0,3.533334,0,0,0,0,0,83.06667,0,0,3.8,0,0,0,0,0,0,0,5.666667,0,83.06667,1.266667,0.9333334,0,0,0,44.8,0,0,0,0,0,0,6.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,25.2,79.33334,0,0,0,0
4,2,-0.01952809,-0.02633412,-0.07228926,0.9968448,0,0,0,0,65,0,65.86667,0,7.066667,0,0,0,0,0,77.13333,0,0,7.6,0,0,0,0,0,0,0,11.33333,0,77.13333,2.533334,1.866667,0,0,0,41.6,0,0,0,0,0,0,12.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,23.4,73.66666,0,0,0,0
4,3,-0.02216891,-0.02198037,-0.06516051,0.9973863,0,0,0,0,60,0,60.8,0,10.6,0,0,0,0,0,71.2,0,0,11.4,0,0,0,0,0,0,0,17,0,71.2,3.8,2.8,0,0,0,38.4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,0,21.6,68,0,0,0,0
4,4,-0.0247483,-0.01759058,-0.05800739,0.9978544,0,0,0,0,55,0,55.73333,0,14.13333,0,0,0,0,0,65.26666,0,0,15.2,0,0,0,0,0,0,0,22.66667,0,65.26666,5.066667,3.733334,0,0,0,35.2,0,0,0,0,0,0,25.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0,19.8,62.33333,0,0,0,0
